Speaker,Sentence
LEONTES,Read the indictment.
LEONTES,"I ne'er heard yet
That any of these bolder vices wanted
Less impudence to gainsay what they did
Than to perform it first."
LEONTES,You will not own it.
LEONTES,"You knew of his departure, as you know
What you have underta'en to do in's absence."
LEONTES,"Your actions are my dreams;
You had a bastard by Polixenes,
And I but dream'd it. As you were past all shame,--
Those of your fact are so--so past all truth"
LEONTES,Break up the seals and read.
LEONTES,Hast thou read truth?
LEONTES,There is no truth at all i' the oracle
LEONTES,What is the business?
LEONTES,How! gone!
LEONTES,"Apollo's angry; and the heavens themselves
Do strike at my injustice.
How now there!"
LEONTES,Take her hence
LEONTES,"Go on, go on
Thou canst not speak too much; I have deserved
All tongues to talk their bitterest."
LEONTES,"Thou didst speak but well
When most the truth; which I receive much better
Than to be pitied of thee. Prithee, bring me
To the dead bodies of my queen and son"
Clown,"Hilloa, loa!"
Clown,"I have seen two such sights, by sea and by land!
but I am not to say it is a sea, for it is now the
sky"
Clown,"I would you did but see how it chafes, how it rages,
how it takes up the shore! but that's not the
point. O, the most piteous cry of the poor souls!
sometimes to see 'em, and not to see 'em; now the
ship boring the moon with her main-mast, and anon
swallowed with yest and froth, as you'ld thrust a
cork into a hogshead. And then for the
land-service, to see how the bear tore out his
shoulder-bone; how he cried to me for help and said
his name was Antigonus, a nobleman. But to make an
end of the ship, to see how the sea flap-dragoned
it"
Clown,"Now, now"
Clown,"I would you had been by the ship side, to have
helped her"
Clown,You're a made old man
Clown,"Go you the next way with your findings. I'll go see
if the bear be gone from the gentleman and how much
he hath eaten"
Clown,"Marry, will I; and you shall help to put him i' the ground."
CAMILLO,It is fifteen years since I saw my country
CAMILLO,"Sir, it is three days since I saw the prince. What
his happier affairs may be, are to me unknown"
CAMILLO,"I have heard, sir, of such a man, who hath a
daughter of most rare note"
CAMILLO,I willingly obey your command.
AUTOLYCUS,"When daffodils begin to peer,
With heigh! the doxy over the dale,
Why, then comes in the sweet o' the year;
For the red blood reigns in the winter's pale.
The white sheet bleaching on the hedge,
With heigh! the sweet birds, O, how they sing!
Doth set my pugging tooth on edge;
For a quart of ale is a dish for a king.
The lark, that tirra-lyra chants,
With heigh! with heigh! the thrush and the jay,
Are summer songs for me and my aunts,
While we lie tumbling in the hay.
I have served Prince Florizel and in my time
wore three-pile; but now I am out of service"
Clown,Let me see
AUTOLYCUS,""
Clown,"I cannot do't without counters. Let me see; what am
I to buy for our sheep-shearing feast? Three pound
of sugar, five pound of currants, rice,--what will
this sister of mine do with rice? But my father
hath made her mistress of the feast, and she lays it
on. She hath made me four and twenty nose-gays for
the shearers, three-man-song-men all, and very good
ones; but they are most of them means and bases; but
one puritan amongst them, and he sings psalms to
horn-pipes. I must have saffron to colour the warden
pies; mace; dates?--none, that's out of my note;
nutmegs, seven; a race or two of ginger, but that I
may beg; four pound of prunes, and as many of
raisins o' the sun."
AUTOLYCUS,O that ever I was born!
Clown,I' the name of me--
AUTOLYCUS,"O, help me, help me! pluck but off these rags; and
then, death, death!"
Clown,"Alack, poor soul! thou hast need of more rags to lay
on thee, rather than have these off."
AUTOLYCUS,"O sir, the loathsomeness of them offends me more
than the stripes I have received, which are mighty
ones and millions."
Clown,"Alas, poor man! a million of beating may come to a
great matter."
AUTOLYCUS,"I am robbed, sir, and beaten; my money and apparel
ta'en from me, and these detestable things put upon
me."
Clown,"What, by a horseman, or a footman?"
AUTOLYCUS,"A footman, sweet sir, a footman."
Clown,"Indeed, he should be a footman by the garments he
has left with thee"
AUTOLYCUS,"O, good sir, tenderly, O!"
Clown,"Alas, poor soul!"
AUTOLYCUS,"O, good sir, softly, good sir! I fear, sir, my
shoulder-blade is out."
Clown,How now! canst stand?
AUTOLYCUS,""
Clown,Dost lack any money? I have a little money for thee.
AUTOLYCUS,"No, good sweet sir; no, I beseech you, sir"
Clown,What manner of fellow was he that robbed you?
AUTOLYCUS,"A fellow, sir, that I have known to go about with
troll-my-dames; I knew him once a servant of the
prince"
Clown,"His vices, you would say; there's no virtue whipped
out of the court"
AUTOLYCUS,"Vices, I would say, sir. I know this man well"
Clown,"Out upon him! prig, for my life, prig"
AUTOLYCUS,"Very true, sir; he, sir, he; that's the rogue that
put me into this apparel."
Clown,Not a more cowardly rogue in all Bohemia
AUTOLYCUS,"I must confess to you, sir, I am no fighter"
Clown,How do you now?
AUTOLYCUS,"Sweet sir, much better than I was; I can stand and
walk"
Clown,Shall I bring thee on the way?
AUTOLYCUS,"No, good-faced sir; no, sweet sir."
Clown,Then fare thee well
AUTOLYCUS,"Prosper you, sweet sir!
Your purse is not hot enough to purchase your spice.
I'll be with you at your sheep-shearing too"
CAMILLO,"I should leave grazing, were I of your flock,
And only live by gazing."
CAMILLO,"He tells her something
That makes her blood look out"
Clown,"Come on, strike up!"
Clown,"Not a word, a word; we stand upon our manners.
Come, strike up!"
Clown,"He could never come better; he shall come in. I
love a ballad but even too well, if it be doleful
matter merrily set down, or a very pleasant thing
indeed and sung lamentably."
Clown,"Believe me, thou talkest of an admirable conceited
fellow. Has he any unbraided wares?"
Clown,Prithee bring him in; and let him approach singing.
Clown,"You have of these pedlars, that have more in them
than you'ld think, sister."
AUTOLYCUS,"Lawn as white as driven snow;
Cyprus black as e'er was crow;
Gloves as sweet as damask roses;
Masks for faces and for noses;
Bugle bracelet, necklace amber,
Perfume for a lady's chamber;
Golden quoifs and stomachers,
For my lads to give their dears"
Clown,"If I were not in love with Mopsa, thou shouldst take
no money of me; but being enthralled as I am, it
will also be the bondage of certain ribbons and gloves."
Clown,"Is there no manners left among maids? will they
wear their plackets where they should bear their
faces? Is there not milking-time, when you are
going to bed, or kiln-hole, to whistle off these
secrets, but you must be tittle-tattling before all
our guests? 'tis well they are whispering"
Clown,"Have I not told thee how I was cozened by the way
and lost all my money?"
AUTOLYCUS,"And indeed, sir, there are cozeners abroad;
therefore it behoves men to be wary."
Clown,"Fear not thou, man, thou shalt lose nothing here."
AUTOLYCUS,"I hope so, sir; for I have about me many parcels of charge."
Clown,What hast here? ballads?
AUTOLYCUS,"Here's one to a very doleful tune, how a usurer's
wife was brought to bed of twenty money-bags at a
burthen and how she longed to eat adders' heads and
toads carbonadoed."
AUTOLYCUS,"Very true, and but a month old."
AUTOLYCUS,"Here's the midwife's name to't, one Mistress
Tale-porter, and five or six honest wives that were
present. Why should I carry lies abroad?"
Clown,"Come on, lay it by"
AUTOLYCUS,"Here's another ballad of a fish, that appeared upon
the coast on Wednesday the four-score of April,
forty thousand fathom above water, and sung this
ballad against the hard hearts of maids"
AUTOLYCUS,"Five justices' hands at it, and witnesses more than
my pack will hold."
Clown,Lay it by too
AUTOLYCUS,"This is a merry ballad, but a very pretty one."
AUTOLYCUS,"Why, this is a passing merry one and goes to
the tune of 'Two maids wooing a man"
AUTOLYCUS,"I can bear my part; you must know 'tis my
occupation; have at it with you."
AUTOLYCUS,"Get you hence, for I must go
Where it fits not you to know."
AUTOLYCUS,Neither.
AUTOLYCUS,Neither.
Clown,We'll have this song out anon by ourselves
AUTOLYCUS,"And you shall pay well for 'em.
Will you buy any tape,
Or lace for your cape,
My dainty duck, my dear-a?
Any silk, any thread,
Any toys for your head,
Of the new'st and finest, finest wear-a?
Come to the pedlar;
Money's a medler.
That doth utter all men's ware-a."
CAMILLO,This shows a sound affection.
CAMILLO,"Why, how now, father!
Speak ere thou diest."
CAMILLO,"Gracious my lord,
You know your father's temper"
CAMILLO,"Even he, my lord."
CAMILLO,Be advised.
CAMILLO,"This is desperate, sir."
CAMILLO,"O my lord!
I would your spirit were easier for advice,
Or stronger for your need."
CAMILLO,"He's irremoveable,
Resolved for flight. Now were I happy, if
His going I could frame to serve my turn,
Save him from danger, do him love and honour,
Purchase the sight again of dear Sicilia
And that unhappy king, my master, whom
I so much thirst to see."
CAMILLO,"Sir, I think
You have heard of my poor services, i' the love
That I have borne your father?"
CAMILLO,"Well, my lord,
If you may please to think I love the king
And through him what is nearest to him, which is
Your gracious self, embrace but my direction"
CAMILLO,"Have you thought on
A place whereto you'll go?"
CAMILLO,Then list to me
CAMILLO,"Sent by the king your father
To greet him and to give him comforts. Sir,
The manner of your bearing towards him, with
What you as from your father shall deliver,
Things known betwixt us three, I'll write you down"
CAMILLO,"A cause more promising
Than a wild dedication of yourselves
To unpath'd waters, undream'd shores, most certain
To miseries enough; no hope to help you,
But as you shake off one to take another;
Nothing so certain as your anchors, who
Do their best office, if they can but stay you
Where you'll be loath to be"
CAMILLO,"Yea, say you so?
There shall not at your father's house these
seven years
Be born another such."
CAMILLO,"I cannot say 'tis pity
She lacks instructions, for she seems a mistress
To most that teach."
CAMILLO,"My lord,
Fear none of this"
AUTOLYCUS,"Ha, ha! what a fool Honesty is! and Trust, his
sworn brother, a very simple gentleman! I have sold
all my trumpery; not a counterfeit stone, not a
ribbon, glass, pomander, brooch, table-book, ballad,
knife, tape, glove, shoe-tie, bracelet, horn-ring,
to keep my pack from fasting"
CAMILLO,"Nay, but my letters, by this means being there
So soon as you arrive, shall clear that doubt."
CAMILLO,Shall satisfy your father.
CAMILLO,"Who have we here?
We'll make an instrument of this, omit
Nothing may give us aid."
AUTOLYCUS,"If they have overheard me now, why, hanging."
CAMILLO,"How now, good fellow! why shakest thou so? Fear
not, man; here's no harm intended to thee."
AUTOLYCUS,"I am a poor fellow, sir."
CAMILLO,"Why, be so still; here's nobody will steal that from
thee"
AUTOLYCUS,"I am a poor fellow, sir.
I know ye well enough."
CAMILLO,"Nay, prithee, dispatch"
AUTOLYCUS,"Are you in earnest, sir?
I smell the trick on't."
AUTOLYCUS,"Indeed, I have had earnest"
CAMILLO,"Unbuckle, unbuckle.
Fortunate mistress,--let my prophecy
Come home to ye!--you must retire yourself
Into some covert"
CAMILLO,"No remedy.
Have you done there?"
CAMILLO,"Nay, you shall have no hat.
Come, lady, come. Farewell, my friend."
AUTOLYCUS,"Adieu, sir."
CAMILLO,""
CAMILLO,The swifter speed the better.
AUTOLYCUS,"I understand the business, I hear it"
Clown,"See, see; what a man you are now!
There is no other way but to tell the king
she's a changeling and none of your flesh and blood."
Clown,"Nay, but hear me."
Clown,"She being none of your flesh and blood, your flesh
and blood has not offended the king; and so your
flesh and blood is not to be punished by him. Show
those things you found about her, those secret
things, all but what she has with her"
Clown,"Indeed, brother-in-law was the farthest off you
could have been to him and then your blood had been
the dearer by I know how much an ounce."
AUTOLYCUS,""
AUTOLYCUS,""
Clown,Pray heartily he be at palace.
AUTOLYCUS,""
AUTOLYCUS,"Your affairs there, what, with whom, the condition
of that fardel, the place of your dwelling, your
names, your ages, of what having, breeding, and any
thing that is fitting to be known, discover."
Clown,"We are but plain fellows, sir."
AUTOLYCUS,"A lie; you are rough and hairy. Let me have no
lying"
Clown,"Your worship had like to have given us one, if you
had not taken yourself with the manner."
AUTOLYCUS,"Whether it like me or no, I am a courtier. Seest
thou not the air of the court in these enfoldings?
hath not my gait in it the measure of the court?
receives not thy nose court-odor from me? reflect I
not on thy baseness court-contempt? Thinkest thou,
for that I insinuate, or toaze from thee thy
business, I am therefore no courtier? I am courtier
cap-a-pe; and one that will either push on or pluck
back thy business there"
AUTOLYCUS,What advocate hast thou to him?
Clown,Advocate's the court-word for a pheasant
AUTOLYCUS,"How blessed are we that are not simple men!
Yet nature might have made me as these are,
Therefore I will not disdain."
Clown,This cannot be but a great courtier.
Clown,He seems to be the more noble in being fantastical
AUTOLYCUS,"The fardel there? what's i' the fardel?
Wherefore that box?"
AUTOLYCUS,"Age, thou hast lost thy labour."
AUTOLYCUS,"The king is not at the palace; he is gone aboard a
new ship to purge melancholy and air himself"
AUTOLYCUS,"If that shepherd be not in hand-fast, let him fly"
Clown,"Think you so, sir?"
AUTOLYCUS,"Not he alone shall suffer what wit can make heavy
and vengeance bitter; but those that are germane to
him, though removed fifty times, shall all come
under the hangman"
Clown,"Has the old man e'er a son, sir, do you hear. an't
like you, sir?"
AUTOLYCUS,"He has a son, who shall be flayed alive; then
'nointed over with honey, set on the head of a
wasp's nest; then stand till he be three quarters
and a dram dead; then recovered again with
aqua-vitae or some other hot infusion; then, raw as
he is, and in the hottest day prognostication
proclaims, shall be be set against a brick-wall, the
sun looking with a southward eye upon him, where he
is to behold him with flies blown to death. But what
talk we of these traitorly rascals, whose miseries
are to be smiled at, their offences being so
capital? Tell me, for you seem to be honest plain
men, what you have to the king"
Clown,He seems to be of great authority
AUTOLYCUS,After I have done what I promised?
AUTOLYCUS,"Well, give me the moiety. Are you a party in this business?"
Clown,"In some sort, sir"
AUTOLYCUS,"O, that's the case of the shepherd's son"
Clown,"Comfort, good comfort! We must to the king and show
our strange sights"
AUTOLYCUS,"I will trust you. Walk before toward the sea-side;
go on the right hand"
Clown,"We are blest in this man, as I may say, even blest."
AUTOLYCUS,"If I had a mind to be honest, I see Fortune would
not suffer me"
LEONTES,"Whilst I remember
Her and her virtues, I cannot forget
My blemishes in them, and so still think of
The wrong I did myself; which was so much,
That heirless it hath made my kingdom and
Destroy'd the sweet'st companion that e'er man
Bred his hopes out of."
LEONTES,"I think so. Kill'd!
She I kill'd! I did so"
LEONTES,"Good Paulina,
Who hast the memory of Hermione,
I know, in honour, O, that ever I
Had squared me to thy counsel! then, even now,
I might have look'd upon my queen's full eyes,
Have taken treasure from her lips--"
LEONTES,"Thou speak'st truth.
No more such wives; therefore, no wife"
LEONTES,"She had; and would incense me
To murder her I married."
LEONTES,"Stars, stars,
And all eyes else dead coals! Fear thou no wife;
I'll have no wife, Paulina."
LEONTES,"Never, Paulina; so be blest my spirit!"
LEONTES,"My true Paulina,
We shall not marry till thou bid'st us."
LEONTES,"What with him? he comes not
Like to his father's greatness"
LEONTES,"His princess, say you, with him?"
LEONTES,"Go, Cleomenes;
Yourself, assisted with your honour'd friends,
Bring them to our embracement. Still, 'tis strange
He thus should steal upon us."
LEONTES,"Prithee, no more; cease; thou know'st
He dies to me again when talk'd of"
LEONTES,"O my brother,
Good gentleman! the wrongs I have done thee stir
Afresh within me, and these thy offices,
So rarely kind, are as interpreters
Of my behind-hand slackness. Welcome hither,
As is the spring to the earth. And hath he too
Exposed this paragon to the fearful usage,
At least ungentle, of the dreadful Neptune,
To greet a man not worth her pains, much less
The adventure of her person?"
LEONTES,"Where the warlike Smalus,
That noble honour'd lord, is fear'd and loved?"
LEONTES,"The blessed gods
Purge all infection from our air whilst you
Do climate here! You have a holy father,
A graceful gentleman; against whose person,
So sacred as it is, I have done sin"
LEONTES,Where's Bohemia? speak.
LEONTES,Who? Camillo?
LEONTES,You are married?
LEONTES,"My lord,
Is this the daughter of a king?"
LEONTES,"That 'once' I see by your good father's speed
Will come on very slowly. I am sorry,
Most sorry, you have broken from his liking
Where you were tied in duty, and as sorry
Your choice is not so rich in worth as beauty,
That you might well enjoy her."
LEONTES,"Would he do so, I'ld beg your precious mistress,
Which he counts but a trifle."
LEONTES,"I thought of her,
Even in these looks I made.
But your petition
Is yet unanswer'd. I will to your father"
AUTOLYCUS,"Beseech you, sir, were you present at this relation?"
AUTOLYCUS,I would most gladly know the issue of it.
AUTOLYCUS,"Now, had I not the dash of my former life in me,
would preferment drop on my head. I brought the old
man and his son aboard the prince"
Clown,"You are well met, sir. You denied to fight with me
this other day, because I was no gentleman born.
See you these clothes? say you see them not and
think me still no gentleman born"
AUTOLYCUS,"I know you are now, sir, a gentleman born."
Clown,"Ay, and have been so any time these four hours."
Clown,So you have
Clown,"Ay; or else 'twere hard luck, being in so
preposterous estate as we are."
AUTOLYCUS,"I humbly beseech you, sir, to pardon me all the
faults I have committed to your worship and to give
me your good report to the prince my master."
Clown,Thou wilt amend thy life?
AUTOLYCUS,"Ay, an it like your good worship."
Clown,Give me thy hand
Clown,"Not swear it, now I am a gentleman? Let boors and
franklins say it, I'll swear it."
Clown,"If it be ne'er so false, a true gentleman may swear
it in the behalf of his friend"
AUTOLYCUS,"I will prove so, sir, to my power."
Clown,"Ay, by any means prove a tall fellow"
LEONTES,"O grave and good Paulina, the great comfort
That I have had of thee!"
LEONTES,"O Paulina,
We honour you with trouble"
LEONTES,"Her natural posture!
Chide me, dear stone, that I may say indeed
Thou art Hermione; or rather, thou art she
In thy not chiding, for she was as tender
As infancy and grace. But yet, Paulina,
Hermione was not so much wrinkled, nothing
So aged as this seems."
LEONTES,"As now she might have done,
So much to my good comfort, as it is
Now piercing to my soul. O, thus she stood,
Even with such life of majesty, warm life,
As now it coldly stands, when first I woo'd her!
I am ashamed"
CAMILLO,"My lord, your sorrow was too sore laid on,
Which sixteen winters cannot blow away,
So many summers dry; scarce any joy
Did ever so long live; no sorrow
But kill'd itself much sooner."
LEONTES,Do not draw the curtain.
LEONTES,"Let be, let be.
Would I were dead, but that, methinks, already--
What was he that did make it? See, my lord,
Would you not deem it breathed? and that those veins
Did verily bear blood?"
LEONTES,"The fixture of her eye has motion in't,
As we are mock'd with art."
LEONTES,"O sweet Paulina,
Make me to think so twenty years together!
No settled senses of the world can match
The pleasure of that madness. Let 't alone."
LEONTES,"Do, Paulina;
For this affliction has a taste as sweet
As any cordial comfort. Still, methinks,
There is an air comes from her"
LEONTES,"No, not these twenty years."
LEONTES,"What you can make her do,
I am content to look on"
LEONTES,Proceed
LEONTES,"O, she's warm!
If this be magic, let it be an art
Lawful as eating."
CAMILLO,She hangs about his neck
LEONTES,"O, peace, Paulina!
Thou shouldst a husband take by my consent,
As I by thine a wife"
DUKE VINCENTIO,Escalus.
ESCALUS,My lord.
DUKE VINCENTIO,"Of government the properties to unfold,
Would seem in me to affect speech and discourse;
Since I am put to know that your own science
Exceeds, in that, the lists of all advice
My strength can give you"
ESCALUS,"If any in Vienna be of worth
To undergo such ample grace and honour,
It is Lord Angelo."
DUKE VINCENTIO,Look where he comes.
ANGELO,"Always obedient to your grace's will,
I come to know your pleasure."
DUKE VINCENTIO,"Angelo,
There is a kind of character in thy life,
That to the observer doth thy history
Fully unfold. Thyself and thy belongings
Are not thine own so proper as to waste
Thyself upon thy virtues, they on thee.
Heaven doth with us as we with torches do,
Not light them for themselves; for if our virtues
Did not go forth of us, 'twere all alike
As if we had them not. Spirits are not finely touch'd
But to fine issues, nor Nature never lends
The smallest scruple of her excellence
But, like a thrifty goddess, she determines
Herself the glory of a creditor,
Both thanks and use. But I do bend my speech
To one that can my part in him advertise;
Hold therefore, Angelo"
ANGELO,"Now, good my lord,
Let there be some more test made of my metal,
Before so noble and so great a figure
Be stamp'd upon it."
DUKE VINCENTIO,No more evasion
ANGELO,"Yet give leave, my lord,
That we may bring you something on the way."
DUKE VINCENTIO,"My haste may not admit it;
Nor need you, on mine honour, have to do
With any scruple; your scope is as mine own
So to enforce or qualify the laws
As to your soul seems good. Give me your hand"
ANGELO,The heavens give safety to your purposes!
ESCALUS,Lead forth and bring you back in happiness!
ESCALUS,"I shall desire you, sir, to give me leave
To have free speech with you; and it concerns me
To look into the bottom of my place"
ANGELO,"'Tis so with me. Let us withdraw together,
And we may soon our satisfaction have
Touching that point."
ESCALUS,I'll wait upon your honour.
LUCIO,"If the duke with the other dukes come not to
composition with the King of Hungary, why then all
the dukes fall upon the king."
LUCIO,"Thou concludest like the sanctimonious pirate, that
went to sea with the Ten Commandments, but scraped
one out of the table."
LUCIO,"Ay, that he razed."
LUCIO,"I believe thee; for I think thou never wast where
grace was said."
LUCIO,In any proportion or in any language.
LUCIO,"Ay, why not? Grace is grace, despite of all
controversy"
LUCIO,"I grant; as there may between the lists and the
velvet. Thou art the list."
LUCIO,"I think thou dost; and, indeed, with most painful
feeling of thy speech"
LUCIO,"Behold, behold. where Madam Mitigation comes! I
have purchased as many diseases under her roof as come to--"
LUCIO,Judge.
LUCIO,A French crown more.
LUCIO,"Nay, not as one would say, healthy; but so sound as
things that are hollow"
LUCIO,"But, after all this fooling, I would not have it so.
Art thou sure of this?"
LUCIO,"Believe me, this may be"
LUCIO,Away! let's go learn the truth of it.
Provost,"I do it not in evil disposition,
But from Lord Angelo by special charge."
LUCIO,"Why, how now, Claudio! whence comes this restraint?"
LUCIO,"If could speak so wisely under an arrest, I would
send for certain of my creditors"
LUCIO,"What, is't murder?"
LUCIO,Lechery?
Provost,"Away, sir! you must go."
LUCIO,"A hundred, if they'll do you any good.
Is lechery so look'd after?"
LUCIO,"With child, perhaps?"
LUCIO,I warrant it is
LUCIO,"I pray she may; as well for the encouragement of the
like, which else would stand under grievous
imposition, as for the enjoying of thy life, who I
would be sorry should be thus foolishly lost at a
game of tick-tack. I'll to her."
LUCIO,Within two hours.
DUKE VINCENTIO,"No, holy father; throw away that thought;
Believe not that the dribbling dart of love
Can pierce a complete bosom. Why I desire thee
To give me secret harbour, hath a purpose
More grave and wrinkled than the aims and ends
Of burning youth."
DUKE VINCENTIO,"My holy sir, none better knows than you
How I have ever loved the life removed
And held in idle price to haunt assemblies
Where youth, and cost, and witless bravery keeps.
I have deliver'd to Lord Angelo,
A man of stricture and firm abstinence,
My absolute power and place here in Vienna,
And he supposes me travell'd to Poland;
For so I have strew'd it in the common ear,
And so it is received. Now, pious sir,
You will demand of me why I do this?"
DUKE VINCENTIO,"We have strict statutes and most biting laws.
The needful bits and curbs to headstrong weeds,
Which for this nineteen years we have let slip;
Even like an o'ergrown lion in a cave,
That goes not out to prey. Now, as fond fathers,
Having bound up the threatening twigs of birch,
Only to stick it in their children's sight
For terror, not to use, in time the rod
Becomes more mock'd than fear'd; so our decrees,
Dead to infliction, to themselves are dead;
And liberty plucks justice by the nose;
The baby beats the nurse, and quite athwart
Goes all decorum."
DUKE VINCENTIO,"I do fear, too dreadful"
ISABELLA,And have you nuns no farther privileges?
ISABELLA,"Yes, truly; I speak not as desiring more;
But rather wishing a more strict restraint
Upon the sisterhood, the votarists of Saint Clare."
LUCIO,""
ISABELLA,Who's that which calls?
ISABELLA,Peace and prosperity! Who is't that calls
LUCIO,"Hail, virgin, if you be, as those cheek-roses
Proclaim you are no less! Can you so stead me
As bring me to the sight of Isabella,
A novice of this place and the fair sister
To her unhappy brother Claudio?"
ISABELLA,"Why 'her unhappy brother'? let me ask,
The rather for I now must make you know
I am that Isabella and his sister."
LUCIO,"Gentle and fair, your brother kindly greets you"
ISABELLA,Woe me! for what?
LUCIO,"For that which, if myself might be his judge,
He should receive his punishment in thanks"
ISABELLA,"Sir, make me not your story."
LUCIO,"It is true.
I would not--though 'tis my familiar sin
With maids to seem the lapwing and to jest,
Tongue far from heart--play with all virgins so"
ISABELLA,You do blaspheme the good in mocking me.
LUCIO,"Do not believe it. Fewness and truth, 'tis thus"
ISABELLA,Some one with child by him? My cousin Juliet?
LUCIO,Is she your cousin?
ISABELLA,"Adoptedly; as school-maids change their names
By vain though apt affection."
LUCIO,She it is.
ISABELLA,"O, let him marry her."
LUCIO,"This is the point.
The duke is very strangely gone from hence;
Bore many gentlemen, myself being one,
In hand and hope of action"
ISABELLA,Doth he so seek his life?
LUCIO,"Has censured him
Already; and, as I hear, the provost hath
A warrant for his execution."
ISABELLA,"Alas! what poor ability's in me
To do him good?"
LUCIO,Assay the power you have.
ISABELLA,"My power? Alas, I doubt--"
LUCIO,"Our doubts are traitors
And make us lose the good we oft might win
By fearing to attempt. Go to Lord Angelo,
And let him learn to know, when maidens sue,
Men give like gods; but when they weep and kneel,
All their petitions are as freely theirs
As they themselves would owe them."
ISABELLA,I'll see what I can do.
LUCIO,But speedily.
ISABELLA,"I will about it straight;
No longer staying but to give the mother
Notice of my affair. I humbly thank you"
LUCIO,I take my leave of you.
ISABELLA,"Good sir, adieu."
ANGELO,"We must not make a scarecrow of the law,
Setting it up to fear the birds of prey,
And let it keep one shape, till custom make it
Their perch and not their terror."
ESCALUS,"Ay, but yet
Let us be keen, and rather cut a little,
Than fall, and bruise to death. Alas, this gentleman
Whom I would save, had a most noble father!
Let but your honour know,
Whom I believe to be most strait in virtue,
That, in the working of your own affections,
Had time cohered with place or place with wishing,
Or that the resolute acting of your blood
Could have attain'd the effect of your own purpose,
Whether you had not sometime in your life
Err'd in this point which now you censure him,
And pull'd the law upon you."
ANGELO,"'Tis one thing to be tempted, Escalus,
Another thing to fall. I not deny,
The jury, passing on the prisoner's life,
May in the sworn twelve have a thief or two
Guiltier than him they try. What's open made to justice,
That justice seizes"
ESCALUS,Be it as your wisdom will.
ANGELO,Where is the provost?
Provost,"Here, if it like your honour."
ANGELO,"See that Claudio
Be executed by nine to-morrow morning"
ESCALUS,""
ANGELO,"How now, sir! What's your name? and what's the matter?"
ANGELO,"Benefactors? Well; what benefactors are they? are
they not malefactors?"
ESCALUS,This comes off well; here's a wise officer.
ANGELO,Go to
ANGELO,"What are you, sir?"
ESCALUS,How know you that?
ESCALUS,How? thy wife?
ESCALUS,Dost thou detest her therefore?
ESCALUS,"How dost thou know that, constable?"
ESCALUS,By the woman's means?
ESCALUS,Do you hear how he misplaces?
ESCALUS,"Go to, go to"
ESCALUS,"Come, you are a tedious fool"
ESCALUS,"No, sir, nor I mean it not."
ANGELO,"This will last out a night in Russia,
When nights are longest there"
ESCALUS,"I think no less. Good morrow to your lordship.
Now, sir, come on"
ESCALUS,"Well, sir; what did this gentleman to her?"
ESCALUS,"Ay, sir, very well."
ESCALUS,"Well, I do so."
ESCALUS,"Why, no."
ESCALUS,"He's in the right. Constable, what say you to it?"
ESCALUS,"Which is the wiser here? Justice or Iniquity? Is
this true?"
ESCALUS,"If he took you a box o' the ear, you might have your
action of slander too."
ESCALUS,"Truly, officer, because he hath some offences in him
that thou wouldst discover if thou couldst, let him
continue in his courses till thou knowest what they
are."
ESCALUS,"Where were you born, friend?"
ESCALUS,Are you of fourscore pounds a year?
ESCALUS,"So. What trade are you of, sir?"
ESCALUS,Your mistress' name?
ESCALUS,Hath she had any more than one husband?
ESCALUS,"Nine! Come hither to me, Master Froth. Master
Froth, I would not have you acquainted with
tapsters"
ESCALUS,"Well, no more of it, Master Froth"
ESCALUS,What else?
ESCALUS,"Troth, and your bum is the greatest thing about you;
so that in the beastliest sense you are Pompey the
Great. Pompey, you are partly a bawd, Pompey,
howsoever you colour it in being a tapster, are you
not? come, tell me true"
ESCALUS,"How would you live, Pompey? by being a bawd? What
do you think of the trade, Pompey? is it a lawful trade?"
ESCALUS,"But the law will not allow it, Pompey; nor it shall
not be allowed in Vienna."
ESCALUS,"No, Pompey."
ESCALUS,"There are pretty orders beginning, I can tell you"
ESCALUS,"Thank you, good Pompey; and, in requital of your
prophecy, hark you"
ESCALUS,"Come hither to me, Master Elbow; come hither, Master
constable. How long have you been in this place of constable?"
ESCALUS,"I thought, by your readiness in the office, you had
continued in it some time. You say, seven years together?"
ESCALUS,"Alas, it hath been great pains to you. They do you
wrong to put you so oft upon 't"
ESCALUS,"Look you bring me in the names of some six or seven,
the most sufficient of your parish."
ESCALUS,"To my house. Fare you well.
What's o'clock, think you?"
ESCALUS,I pray you home to dinner with me.
ESCALUS,"It grieves me for the death of Claudio;
But there's no remedy."
ESCALUS,It is but needful
Provost,"Pray you, do.
I'll know
His pleasure; may be he will relent. Alas,
He hath but as offended in a dream!
All sects, all ages smack of this vice; and he
To die for't!"
ANGELO,"Now, what's the matter. Provost?"
Provost,Is it your will Claudio shall die tomorrow?
ANGELO,"Did not I tell thee yea? hadst thou not order?
Why dost thou ask again?"
Provost,Lest I might be too rash
ANGELO,Go to; let that be mine
Provost,"I crave your honour's pardon.
What shall be done, sir, with the groaning Juliet?
She's very near her hour."
ANGELO,"Dispose of her
To some more fitter place, and that with speed."
ANGELO,Hath he a sister?
Provost,"Ay, my good lord; a very virtuous maid,
And to be shortly of a sisterhood,
If not already."
ANGELO,"Well, let her be admitted.
See you the fornicatress be removed"
Provost,God save your honour!
ANGELO,"Stay a little while.
You're welcome"
ISABELLA,"I am a woeful suitor to your honour,
Please but your honour hear me."
ANGELO,Well; what's your suit?
